text,labels,urls,lang
"Home | Night Zookeeper - Fantastically Fun Learning. Night Zookeeper is a children’s brand that makes learning fantastically fun and helps kids unlock their creativity. Online reading & writing program, a book series, and a TV series, all for ages 6-12.",1.0,https://www.nightzookeeper.com,en
Legends of Learning | Math & Science Games For Teachers & Students. Math and science games for grades K-8 that increase engagement and test scores. Curriculum aligned. Backed by Research. Teacher Reviewed. Fun for Students.,1.0,https://www.legendsoflearning.com,en
BYJU'S FutureSchool #1 Coding and Robotics Course for Kids. Live Online Coding Classes for Kids in Grade 1-12. Empower your kids with the joy of building their own apps and games. Learn from the leading tech curriculum for children.,1.0,https://code.byjusfutureschool.com/,en
Home - ducktv. Lorem ipsum,1.0,https://ducktv.tv/,en
"Friv 2019, Jogos Grátis, Jogos Friv 2019. Friv 2019 online grátis no Jogos Friv 2019: Jogos Online, Jogos Friv, aventura, habilidade, Friv e muito mais! Jogos Friv novos todos os dias!",1.0,https://www.friv2019.com.br,pt
Kidzee - Best Play School in India | Pre-School for Kids. Kidzee - Best Play School in India | Pre-School for Kids,1.0,https://www.kidzee.com,en
"Friv 5 - Friv Games [Juegos Friv | Jogos Friv]. Friv Games is a new, every day online Friv game for you! Our exciting friv entertainment is for all ages. Play only the best free online Friv games here!",1.0,https://www.friv5online.com,en
Maths Games for KS2: designed by a teacher for teachers - Mathsframe. Mathsframe has more than 200 interactive maths games and 300 maths worksheets and assessments linked to the new curriculum. All resources are designed by an experienced KS2 teacher. New games and worksheets are added regularly.,1.0,https://mathsframe.co.uk,en
Распечатать Раскраски Бесплатно На любой вкус. Распечатайте или скачайте раскраски бесплатно на нашем сайте - razukraski.com ! Тысячи раскрасок бесплатно для Вас и Ваших детей,1.0,https://razukraski.com,ru
Home | Tamberlane. A comic about a community of fuzzy woodland critters who find a human child... and have no idea what it is!,1.0,https://www.tamberlanecomic.com,en
"Idello: educational website, resources for online learning | Idello. A learning platform for everyone. Find educational resources for teachers, educators, students and parents, from a world leader in education.",1.0,https://www.idello.org,en
"ParentsPlus | Evidence-based Parenting and Mental Health Programmes. Charity that train and mentor those who work in Community, Health, Education and Disability services, to improve outcomes for families, with our evidence-based parenting and mental health programmes.",1.0,https://www.parentsplus.ie,en
"Bright Little Labs ⭐️ Award-winning STEM Books + Activities for 7+ 🏆. Mapped to the UK coding curriculum and recommended by the Good Toy Guide and Kidsafe, our books, games, and gifts bring STEM learning to life. Get the ultimate spy experience. Offline and online computer science learning. Kids 7-11 🌍 Ships worldwide 💛 Ethically made in the UK ♻️ Plastic-free + recyclable",1.0,https://www.agentasha.com/,en
Raven's Quest. The interactive adventure of Raven,1.0,https://www.ravensquest.ca/,en
Every Body Curious – Let's talk about sex education!. Let's talk about sex education!,1.0,https://everybodycurious.com/,en
Codeverse | Home. ,1.0,https://www.codeverse.com/,en
"Virtual Nerd: Real math help for school and home. Virtual Nerd's patent-pending tutorial system provides in-context information, hints, and links to supporting tutorials, synchronized with videos, each 3 to 7 minutes long. In this non-linear system, users are free to take whatever path through the material best serves their needs. These unique features make Virtual Nerd a viable alternative to private tutoring.",1.0,https://www.virtualnerd.com/,en
"Kyna For Kids: Học tiếng Anh chuẩn Quốc tế. Trường học tiếng anh dành cho mọi độ tuổi với với lộ trình bài bản, tiếng anh chuẩn quốc tế, được thầy cô giáo viên nước ngoài kèm cặp. Đăng ký học tại Kyna For Kids để nhận được tư vấn học tiếng anh!",1.0,https://kynaforkids.vn/,vi
"Site Oficial da Galinha Pintadinha. Este é o site oficial da Galinha Pintadinha e sua turma. Assista vídeos, divirta-se com jogos, acompanhe os shows e visite nossa lojinha online.",1.0,https://www.galinhapintadinha.com.br,pt
Jogos Online Grátis - Jogue os Melhores Jogos no Poki - poki.pt. Sobre Poki você pode jogar jogos online grátis na escola ou em casa. poki.pt tem a melhor seleção de jogos online e oferece a experiência mais divertida de jogar sozinho ou com amigos. Oferecemos suporte para jogos para celular e desktop.,1.0,https://poki.pt,pt
Webseiten-Generator für Kinder | primolo.de. Auf der interaktiven Plattform 'Primolo' lernen Kinder das Internet sicher zu nutzen und aktiv zu gestalten..,1.0,https://www.primolo.de,de
"Lancaster Park & Animal Farm - Children's Petting Zoo near Oldham. Lancaster Park & Animal Farm is a children's petting zoo in Chadderton, near Oldham, offering a superb family day out. We are open 10am to 4pm Friday to Sunday, an every day through the school holidays. Feed the animals and enjoy our nature walk and playpark.",1.0,https://www.lancasterpark.co.uk,en
"Download de HQs. História em Quadrinhos. HQs em PDF e CBR. Download grátis! Baixar revistas escaneadas da Marvel, DC Comics, Dark Horse. Editoras Abril, Globo, Mythos. Super heróis, Turma da Mônica, Walt Disney.",1.0,https://downloaddehqs.blogspot.com,id
"Education Resources | National Geographic Society. Inspire learners to explore National Geographic through interactive lesson plans, maps, storytelling and a wide variety of resources to illuminate their world.",1.0,https://www.nationalgeographic.org/education/,en
"DuckDuckGo — Privacy, simplified.. The Internet privacy company that empowers you to seamlessly take control of your personal information online, without any tradeoffs.",1.0,https://www.duckduckgo.com,en
Worksheets With Fun. Preschool Worksheets Most Popular Preschool & Kindergarten Worksheets Color by Number Most Popular Preschool and Kindergarten Worksheets;Free Printable Worksheets,1.0,https://worksheetswithfun.com,en
"Learn Arabic Online, Arabic schools - Learn Quran Online | Studio Arabiya. Learn Arabic &amp; Learn Quran online with live classes and online learning platform. Studio Arabiya is the leading Arabic &amp; Quran institute, specializing in all aspects of teaching Arabic, Quran, and Islamic Studies to all ages and all levels - online and abroad.",1.0,https://studioarabiya.com/,en
"Coding Classes for Kids & Teens | Programming Classes | Ages 8-18. Live, online coding classes for kids and teens. Fun and effective way to learn coding for kids in Scratch, Python, JavaScript, and more!",1.0,https://www.codewizardshq.com,en
"TomRichey.net - Welcome to TomRichey.net!. PowerPoints, Documents, Videos, and Review Guides for US, World, and European History teachers and students.",1.0,https://www.tomrichey.net,en
"Mundinho da Criança - Atividades para Educação Infantil. Atividades para Educação Infantil prontas para imprimir, atividades de alfabetização, pedagógicas, desenhos para colorir e plano de aulas para professores.",1.0,https://www.mundinhodacrianca.net,pt
"EnchantedLearning.com | Worksheets, Activities, Crafts & More. Enchanted Learning has thousands of kids worksheets, crafts, activities, and more, across all major school subjects!",1.0,http://www.enchantedlearning.com,en
DreamBox Learning - Online Math & Reading Solutions for Students K-12. DreamBox personalized math and reading solutions are proven to rapidly accelerate learning for K-12 students,1.0,https://www.dreambox.com,en
ICDL - International Children's Digital Library. International Children's Digital Library,1.0,http://www.childrenslibrary.org/,en
"Lots of creative ideas for Sunday school lessons. Hundreds of creative ideas for your Sunday school lessons, children's ministry, Sunday school and children's church. Become a member today.",1.0,https://www.creativekidswork.com,en
Emerald Code. Get with the programming!,1.0,https://emeraldcode.ca/,en
"Raskrasil.com - coloring pages for boys and girls, adults and children. Print online, download and paint any drawings from our site for free! Raskrasil.com is thousands of coloring pages for you and your children.",1.0,https://raskrasil.com,en
"DLTK's Crafts for Kids. Children's crafts, coloring pages, worksheets, poems, games and other activities for preschool, kindergarten and elementary school kids.",1.0,http://www.dltk-kids.com/,en
"Free quality printable preschool worksheets and kindergarten activity sheets. Free Science Worksheets, Art, Craft, Coloring, Numbers and Writing printables for preschool, kindergarten and 1st graders",1.0,http://cleverlearner.com,en
Access denied. ,1.0,https://1outlets.ph,en
"Youngzine. climate change for students, climate change in classrooms, climate news for kids, climate news for students, sustainability",1.0,http://www.youngzine.org/,en
PlayingCards.io Virtual Tabletop. Play any tabletop game online with friends. PlayingCards.io Multiplayer Virtual Card Table,1.0,http://playingcards.io,en
"Super Coloring - Free printable coloring pages, coloring sheets, coloring book, coloring pictures. Select from 62923 printable crafts of cartoons, animals, nature, Bible and many more.",1.0,http://www.supercoloring.com,en
Spellie - A daily word game for young spellers. Wordle for kids. 3 daily puzzles for children of all ages.,1.0,https://spelliegame.com,en
GoGy Games - Play Free Online Games. GoGy offers the most popular games of all time. Play hundreds of great games with friendly design for everyone and walkthrough video.,1.0,https://www.gogy.com,en
Learning Farm - State Standards Practice and Instruction. State standards practice and instruction for math and reading; Designed for K-8 schools; High quality content; Easy to use; Computer or tablet.,1.0,https://www.learningfarm.com,en
Transformers Official Website - More than Meets the Eye. ,1.0,https://transformers.hasbro.com,en-us
"Bayam - L'appli ludo-éducative des 3-10 ans. Pour occuper vos enfants durant les vacances, BayaM vous propose des idées de bricolage pour réaliser une activité manuelle par jour pendant les vacances.",1.0,http://www.bayam.fr/,fr
"Toy Action Figures and Dolls Playmates Toys, Inc.. Shop for your favorite toy action figures and toy dolls for boys and girls of all ages. Featuring Teenage Mutant Ninja Turtles, Waterbabies, and Hearts for Hearts Girls.",1.0,https://www.playmatestoys.com/,en
"Free Math Games, Quizzes, Worksheets for k-7. Free Math Games, Quizzes, Worksheets for k-7, Preschool | Kindergarten | 1st Grade | 2nd Grade | 3rd Grade | 4th Grade | 5th Grade | 6th Grade | 7th Grades.",1.0,https://www.futuristicmath.com,en
www.poissonrouge.com . Jeux Poisson Rouge . Red Fish Soup Games. THE site for fun and educational online games and activities for preschool age children. LE site d'activités et de jeux ludo-éducatifs pour les enfants.,1.0,http://www.poissonrouge.com,en
Harry Potter Reading Club | Scholastic. ,1.0,http://hpread.scholastic.com,en
"Lemon Lime Adventures- Out of the Box Parenting Made Simple. Whether it's behavior, overwhelm, sensory processing, or aggression that has you barely surviving... The family you always wanted REALLY is possible. Take it from us. We've been there and lived to tell about it.",1.0,https://lemonlimeadventures.com,en
"Coloriage en ligne , dessin à colorier , coloriage à imprimer. ColoriagesGratuits.com, un site web totalement gratuit pour les enfants avec des milliers de pages à colorier classées par thème et par contenu. Avec no",1.0,http://www.coloriagesgratuits.com/,fr
Home. 开心学，流利说! 海外华人家庭 4-12 岁少儿专属中文在线课程。倾力为海外华人少儿家庭的孩子，搭建开心学习中文的桥梁。,1.0,https://www.koalaknow.com/AccountUS/Home,zh
"MangaKatana - Read Manga Online. Read manga online at MangaKatana, free and updated hourly!",1.0,https://mangakatana.com,en
"Coloriage pour enfants. Cache Prise Bébé Sans Clef Et Seringue Nasale Révolutionnaires - Découvrez pourquoi les parents recommandent régulièrement nos caches prises électriques ainsi que nos mouche nez ! Bébéalis, des inventions pour le confort et la sécurité des enfants...",1.0,http://www.coloriage-enfants.fr/,fr
"Cartoon Network Mobile Apps | Mobile Games. Cartoon Network is the home of the best apps featuring Adventure Time, Gumball and many more of your favourite shows.",1.0,https://apps.cartoonnetwork.co.uk,en
Sagrado Rede de Educação - Home. Sagrado Rede de Educação - Home,1.0,https://www.sagradoeducacao.com.br,pt
"Online Singapore Math Classes for Kids ages 3-15 | VISPARK. Spark Math offers online math classes for kids ages 3 to 15, with the Singapore Math curriculum built into our Advanced Program and Competition Program. All courses are delivered by our experienced teachers using the transfer of learning approach, in order to help kids learn math faster, eaiser, and gain an edge in math competitions. Join us to become well-versed in math, develop strong problem-solving skills and get a head start on school.",1.0,https://www.visparklearning.com/en-us/,en
"Free Printables at MusePrintables.com. MusePrintables.com is a collection of free printables including award certificates, coloring pages, drawing tutorials, recipe cards, stationery, and more.",1.0,https://museprintables.com,en
"Sesame Street | Preschool Games, Videos, & Coloring Pages to Help Kids Grow Smarter, Stronger & Kinder. ",1.0,https://www.sesamestreet.org,en
ETALKING即時互動英語教學平台. 加強英文趁現在，【ETALKING】是全台唯一使用國際分級標準CEFR的學習模式，有效大幅提升個人及企業學習效率，還不拯救你的菜英文。,1.0,https://www.etalkingonline.com,zh_Hant
"Fun Math Games for Kids - Math Blaster. MathBlaster.com is a cool, online math virtual world filled with wacky aliens, cool gadgets, and fun math games for boys and girls. Learn math as you complete missions in outer space in this safe and secure virtual world for kids!",1.0,http://www.mathblaster.com/,en
"BrainBashers - Home Page. Brain teasers, puzzles, and optical illusions.",1.0,http://www.brainbashers.com/,en
"Nickelodeon Polska. Nickelodeon to marka nr 1 w dostarczaniu rozrywki dla dzieci, oferująca szeroki wybór programów dla całej rodziny, filmów fabularnych i innych zabawnych treści.",1.0,https://www.nick.com.pl,pl
"Texthelp - World Leaders In Assistive Technology and Edtech Software | Texthelp. From early years to adulthood, our reading, writing, maths and accessibility software helps 30+ million people all around the world.",1.0,https://www.texthelp.com/en-us/,en
HEY!PIKACHU | Sua melhor fonte de Pokémon do Brasil e Portugal!. ,1.0,https://www.heypikachu.com,en
"Education.com | #1 Educational Site for Pre-K to 8th Grade. An Educational platform for parents and teachers of pre-k through 7th grade kids. Support your kids learning journey with games, worksheets and more that help children practice key skills. Download, print & watch your kids learn today!",1.0,http://www.education.com,en
"Activity Village - Colouring Pages, Puzzles, Kids Crafts and Fun Activities for Kids | Activity Village. ",1.0,https://www.activityvillage.co.uk,en
Robotify Edu | Login. ,1.0,https://edu.robotify.com/,en
"MovieStarPlanet. MoviestarPlanet - a social game for kids, teens & tweens. Play dress up, be creative with Artbooks & star in movies. Have fun in a safe online network. Fame, fortune & friends is yours!",1.0,https://www.moviestarplanet.com/,en
Party Rental & Entertainment - Kids Fairyland | Kids Fairyland is a leader entertainment & party rental company with many years of experience and dedicatio. ,1.0,https://www.kidsfairyland.com,en
"Webkinz - Come in and Play. Sign up for a free account to play games, care for your pets, make friends and decorate your rooms!",1.0,http://www.webkinz.com,en
"Cool Math - free online cool math lessons, cool math games & apps, fun math activities, pre-algebra, algebra, precalculus. Cool Math has free online cool math lessons, cool math games and fun math activities. Really clear math lessons (pre-algebra, algebra, precalculus), cool math games, online graphing calculators, geometry art, fractals, polyhedra, parents and teachers areas too.",1.0,http://www.coolmath.com/,en
"Peppa Pig | Asia Official Site | Welcome to the grown ups site for Peppa Pig. Welcome to the grown ups site for Peppa Pig and friends. The home for all the Asia latest news, events, apps and activities for your little piggies!",1.0,https://peppapigasia.com/,en
Home | de Jeugdbibliotheek. Bij Jeugdbibliotheek vind je inspiratie over e-books en luisterboeken. Voor als je moet lezen voor je lijst of gewoon van boeken lezen en luisteren houdt.,1.0,https://www.jeugdbibliotheek.nl,nl
"CrazyGames - Jogos Online Gratuitos em CrazyGames.com. Jogue jogos online grátis no CrazyGames, o melhor lugar para jogar jogos de navegador de alta qualidade. Adicionamos novos jogos todos os dias. Diverta-se!",1.0,https://www.crazygames.com.br,pt
Cue for Education. ,1.0,https://code.makewonder.com/cue/#/,en
"Learning to Read for Kids | Learn to Read with Phonics | Free Trial – Reading Eggs. Reading Eggs is the online reading program that helps children learn to read. Hundreds of online reading lessons, phonics games and books for ages 2–13. Start your free trial!",1.0,https://readingeggs.com.au,en
Bookshare | An Accessible Online Library for people with print disabilities. ,1.0,https://www.bookshare.org/,en
tutorJr | 學習不設限，讓孩子的視界是全世界. tutorJr是全球No.1青少兒線上教育品牌，為5-15歲少兒設計，引進世界級Oxford、Disney線上教材，建構孩子基礎素養，培養自然流利的英語能力。,1.0,https://www.tutorjr.com/aspx/mvc,zh_Hant
Math for Money | Solve math problems for pocket money. Math for Money is a fun math game that allows children to solve math problems to unlock their pocket money. Parents set a weekly pocket money amount that children can unlock once they complete the math challenges and achieve their weekly goals. The app is available on both iOS and Android for children between the ages of 6 - 14.,1.0,https://www.mathformoney.app,en
Kids & Youth - Yellowstone National Park (U.S. National Park Service). ,1.0,http://www.nps.gov/yell/forkids/index.htm,en
"Swiggle.org.uk - Child Friendly Search Engine for Kids. Swiggle is a friendly search engine for kids aimed at Key Stage 2. With educational search results, Swiggle is fun and simple for children to use when learning to search the internet. There are also tools and information on how to stay safe online.",1.0,https://swiggle.org.uk,en
Welcome to Tanoshii Japanese - Fun Learning Games and Resources. Tanoshii Japanese is dedicated to making learning Japanese a fun and enjoyable experience. Lessons and practice games for beginners and advanced students,1.0,https://www.tanoshiijapanese.com,en
"Kinderseiten, Suchmaschine für Kinder, Wissen - Homeschooling - Blinde Kuh. Die Kindersuchmaschine Blinde Kuh bietet Kindern einen einfachen Einstieg ins Internet. Sie bietet Orientierung und macht Webseiten auffindbar, die für Kinder interessante und geeignete Inhalte bereitstellen. Jetzt auch als PWA, WebApp, Progressive WebApp",1.0,http://www.blinde-kuh.de/,de
"Classroom Jeopardy Review Game | Buzzer Mode | Factile. The #1 Jeopardy-style classroom review game now with Buzzer Mode. It’s Free, Easy and Loads of fun! Create engaging Jeopardy-style quiz games in minutes or choose from millions of existing Jeopardy game templates.",1.0,https://www.playfactile.com,en
Maths Invaders Online | Rapid-Fire Tables and Number Facts. ,1.0,https://www.mathsinvaders.com/,en
Kids Search - Safe Search Engine. Kids Search - Safe Search Engine and Portal for Kids - Powered by Google SafeSearch 2022,1.0,https://kidssearch.com,en
"Online Toddler Games and Online Games for Kids. Online games for toddlers, preschool kids and babies. Play the best games for children of all ages! Free games made for 2 - 3 - 4 - 5 years old. Happy Clicks!",1.0,https://www.happyclicks.net,en
"India’s Social Learning Network | Online Learning & Teaching Platform - Study24x7. Learn, share, communicate and teach on India’s own Social Learning Network, and enhance the way of learning and teaching with collaborative online learning & teaching platform Join Now!",1.0,https://www.study24x7.com,en
Welcome to StoryPlace! | StoryPlace. ,1.0,https://www.storyplace.org/,en
"Scratch - Imagine, Program, Share. Scratch is a free programming language and online community where you can create your own interactive stories, games, and animations.",1.0,http://scratch.mit.edu/,en
"Awesome Library. Awesome Library organizes 37,000 carefully reviewed resources, including the top 5 percent for K-12 teachers, students, parents, and librarians.",1.0,http://awesomelibrary.org/,en
Big Word Club. ,1.0,https://bigwordclub.com/,en
Maestro Margarini - Bayerische Staatsoper München. Der Dirigent Maestro Margarini führt durch das Münchner Nationaltheater. Das Online Spiel für Kinder der Bayerischen Staatsoper.,1.0,http://maestro-margarini.staatsoper.de/,de
e-learning for kids. ,1.0,http://www.e-learningforkids.org/,en
World - Little Passports. ,1.0,https://explore.littlepassports.com/,en
Austin Sunshine Camps. Austin Sunshine Camps believes camp can change a kid's life.,1.0,https://www.sunshinecamps.org,en
Kuppelkucker - Das Kinderportal des Deutschen Bundestages: Start. Das Kinderportal des Deutschen Bundestags,1.0,https://www.kuppelkucker.de,de
Multiverso Media – Home of the Fat Unicorn. ,1.0,http://media.multiverso.de,en
"Amour Sucré, Jeu d’amour et de drague pour filles !. Jeu d’amour et de drague ! Avec Amour Sucré, séduis les garçons qui te plaisent et vis une véritable histoire d’amour ! Découvre régulièrement un nouvel épisode dans ce jeu de séduction !",1.0,https://www.amoursucre.com,fr
Color by Numbers. Large color-by-number pages collection. ❶ Printable coloring pages. ❷ Online games. ❸ Educational apps for children.,1.0,https://coloritbynumbers.com,en
Kidspace | ipl: Information You Can Trust. IPL Kidspace provides a wide array of resources exclusively for kids that ranges from Homework Help to Books to Arts & Crafts.,1.0,http://www.ipl.org/div/kidspace,en
Preschool Inspirations - Preschool Activities and Learning. Preschool Activities and Learning,1.0,https://preschoolinspirations.com,en
"TheSchoolRun | Primary school explained | Advice, information, support. Worksheets, activities and learning games for EYFS, KS1 and KS2, including English, maths and science advice for parents and SATs past papers.",1.0,https://www.theschoolrun.com,en
Blippi - Educational Videos for Kids. Educational videos for children 2-6 years old. Blippi has been viewed over 12 billion times!,1.0,https://blippi.com/,en
"FREE GAMES FOR KIDS ONLINE - Play Now at Kids.Poki.com!. Play Free Games for Kids Online at Poki.com, the Ultimate Playground. New Kids Games Added Daily. Pick your Favorite Game, and Have Fun!",1.0,https://kids.poki.com/,en
CatholicBrain.com-Faith Formation Platform - CatholicBrain.com. Sales Website Home,1.0,https://www.catholicbrain.com,en
"Adopt South West - Can you transform a childs future?. Adopt South West can support you in adopting a child. If you can provide a loving, permanent secure home get in touch. You don't have to be perfect!",1.0,https://www.adoptsouthwest.org.uk,en
"MagicBlox Children's Book Library | Read Kid's Books Online for FREE!. An online children's book library, where kids discover and read stories on desktop and laptop computers for free. It's also a self-publishing & marketing tool for authors & publishers.",1.0,https://magicblox.com,en
UDL Book Builder. ,1.0,http://bookbuilder.cast.org/,en
"Robinson Schools - Home. Robinson Community Unit #2, located in Robinson, Illinois and consists of Washington Elementary, Lincoln Grade, Nuttall Middle and Robinson High School.",1.0,https://robinsonschools.com,en
"shopDisney UK | Home to Official Disney Merchandise. Disney Store online is now shopDisney.co.uk, the ultimate Disney shopping destination! Shop for costumes, clothes, toys, collectibles, decor, movies and more.",1.0,https://www.shopdisney.co.uk,en
"Math Geek Mama - Math Geek Mama. Never Run Out of Fun Math Ideas If you enjoyed this post, you will love being a part of the Math Geek Mama community! Each week I send an email with fun and engaging math ideas, free resources and special offers. Join 163,000+ readers as we help every child succeed and thrive in math! PLUS,Keep Reading...",1.0,https://mathgeekmama.com,en
"Kidoodle Safe Steaming for Kids on Kidoodle.TV. Stream over 30,000 free children's television shows, vlogs, DIY, gameplay & more. All pre-approved by real people to ensure your kids are Safe Streaming™",1.0,https://www.kidoodle.tv,en
"Accueil - Turbulus, jeux pour enfants. Turbulus.com est un portail d'activités gratuites pour enfants de 2 à 10 ans. Tu y trouveras divers jeux en ligne et à imprimer et des activités ludo-éducatives.",1.0,http://turbulus.com/,fr
"Beyond The Backpack | Preparing Your Child For Kindergarten. Nick Jr. invites you to be part of a great adventure: Beyond the Backpack, a nationwide initiative to promote overall kindergarten ... | Beyond The Backpack",1.0,http://beyondthebackpack.nickjr.com/,en
Happy Kid Games - Happy Kids Games - It's cool to play online games. It's cool to play games,1.0,https://www.happykidgames.com,en
"Cette Page N'existe Pas ! Erreur 404 | Nickelodeon. Désolé, la vidéo ou la page est introuvable. La page a possiblement été retirée, son nom a été changé, ou elle est simplement temporairement inaccessible. Nous vous invitons à utiliser le champ de recherche ou à visiter notre page d'accueil. Merci.",1.0,http://good.nickelodeon.fr/,fr
"Jogos de 2 Jogadores. Desafie seus amigos nos melhores jogos de 2 jogadores. Divida o teclado e jogue centenas de jogos de luta, futebol, tiro e muito mais. Todos jogos de dois!",1.0,https://www.jogosde2.com.br,pt
"Momio. On Momio you are always among friends! Hang out, send messages, share stuff and style your own momio.",1.0,https://momio.me/,en
Creaza - Creative and Playful Learning. Creaza - Great innovative tools for Creative and Playful Learning,1.0,https://web.creaza.com/en/,en
"Comptines.TV :: Comptines et chansons pour enfants. Répertoire de comptines pour les enfants des écoles maternelles avec vidéos, illustrations, musiques et partitions",1.0,http://comptines.tv,fr
Colegio FEC de Jesús. ,1.0,https://www.colegiodejesus.org,un
"The Official Pokémon Website | Pokemon.com |       Explore the World of Pokémon. The official source for Pokémon news and information on the Pokémon Trading Card Game, apps, video games, animation, and the Pokédex.",1.0,http://www.pokemon.com,en
"Words for Life | National Literacy Trust | Words for Life. Activities and support for parents, children and young people to improve language, literacy and communication skills from home.",1.0,https://wordsforlife.org.uk,en
"Hooda Math Games. Play Math Games for Grades K,1,2,3,4,5,6,7,8,9,10,11,12 at HoodaMath.com . No download or sign-up required. Our unblocked cool Math Games are fun, free, and online.",1.0,http://hoodamath.com/,en
Bridgeway Learning Center. Bridgeway Learning Center,1.0,https://learn.homeschoolacademy.com,en
"Handwriting for Kids - Welcome. Handwriting for kids. Free handwriting lessons to teach kids and adults how to write alphabets, numbers, sentences, bible school, scriptures, and even their name! Interactive math such as addition, subtraction, multiplication, and division. Coming soon: Fractions.",1.0,http://www.handwritingforkids.com,en
WORLD OF MARIO GAMES FOREVER - SOFTENDO GAMES. Enter to the world of Mario Forever. Download free games from one of the best web sites about Mario Forever.,1.0,https://www.softendo.com,en
"Preschool science and math games, activities, and videos | PEEP | Peep. Play fun math and science games, videos and activities with Peep and his friends! Explore our preschool curriculum and at home activities.",1.0,http://peepandthebigwideworld.com/en/,en
"Disney.fr | Le site officiel de l’univers Disney. Retrouvez l’actualité des films Disney, des spectacles, des événements, et des Parcs. Et découvrez les dernières nouveautés Disney Store.",1.0,http://disney.fr/,fr
"Alec – un site de jeux éducatifs en ligne pour les enfants de 4 à 10 ans. Site de jeux éducatifs en ligne, dédié à l'apprentissage des Mathématiques et du Français. Les jeux s'adressent aux enfants de la maternelle au primaire. Une nouvelle version de Jeuxpolygone.com.",1.0,https://alec-edu.com/,fr
"Brainzilla - games for your brain. Have fun and keep your brain sharp playing logic games like Zebra Puzzle and Logic Grid. You can also play Tangram, Sudoku, Word Search and Solitaire games.",1.0,https://www.brainzilla.com,en
"FRIV4SCHOOL - Online Kids Friv Games. Friv4school is the online friv games for school students and are designed to be entertaining and fun. Not only it is fun, but they can even be rewarding as they help develop critical reading, writing, logic, linguistics, math, and other skills while playing online. We have collected thousands of best friv4school games for both pc and mobile devices. Your zone is to play best friv 2 games and share it with your friends.",1.0,https://www.friv4school.io,en
Switch Zoo Animal Games. ,1.0,http://www.switchzoo.com,en
The Resilience Center - Welcome. ,1.0,https://www.resiliencecenter.com,en
"How to Draw for Kids | Very Easy Drawing Lessons for Kids. Do you want to learn how to draw like a professional artist? If yes, then the team of How to Draw for Kids will help you with this!",1.0,https://howtodrawforkids.com,en
"Math Snacks (Learning Games Lab). Smart educational animations, games, and interactive tools that help mid-school learners better understand math concepts",1.0,http://www.mathsnacks.com/,en
"Unlock every Bedtime Explorers episode in the Kinderling App - Kinderling Kids Radio. Hello grown-up explorer, wondering why you are here? You can now unlock every Bedtime Explorers episode in the Kinderling App, […]",1.0,https://bedtimeexplorers.com/,en
- Maggie's Earth Adventures. ,1.0,http://www.missmaggie.org/,en
